BPS Race,Gender,Grade,Date,Time,Absent?,Tardy?,Dismissed?,Reason,Excused?,Home Lang,Student No,Filter
Hispanic,F,11,2/16/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,247313,Tardy
Hispanic,F,8,2/16/2018,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,296701,Tardy
Asian,F,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,297258,Absent
White,M,12,2/16/2018,8:37 AM,FALSE,TRUE,FALSE,,FALSE,English,348372,Tardy
Hispanic,M,7,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,309545,Absent
Hispanic,M,9,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,298248,Absent
Other,F,11,2/16/2018,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,258828,Tardy
White,F,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Polish,269743,Absent
Black,F,11,2/16/2018,Null,TRUE,FALSE,FALSE,Other,TRUE,English,250999,Absent
Black,F,10,2/16/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,332514,Tardy
Hispanic,F,8,2/16/2018,12:35 PM,FALSE,FALSE,TRUE,,FALSE,English,349319,Present
Black,F,12,2/16/2018,9:15 AM,FALSE,TRUE,FALSE,,FALSE,English,313017,Tardy
Hispanic,M,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,229100,Absent
Other,M,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,298304,Absent
Hispanic,F,10,2/16/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,367469,Tardy
Black,F,8,2/16/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,314856,Tardy
White,F,9,2/16/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,Albanian,296906,Tardy
White,M,11,2/16/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,264550,Tardy
Hispanic,M,12,2/16/2018,8:02 AM,FALSE,TRUE,FALSE,,FALSE,English,265788,Tardy
Black,F,11,2/16/2018,7:59 AM,FALSE,TRUE,FALSE,,FALSE,English,250819,Tardy
White,F,12,2/16/2018,8:40 AM,FALSE,TRUE,FALSE,,FALSE,English,238956,Tardy
Hispanic,F,10,2/16/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,302198,Tardy
Hispanic,M,11,2/16/2018,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,263521,Tardy
White,M,10,2/16/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,268310,Tardy
Black,F,9,2/16/2018,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,308341,Tardy
Hispanic,F,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,307643,Absent
White,F,12,2/16/2018,8:13 AM,,,,,,,,Present
Black,F,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,388736,Absent
Hispanic,F,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,245895,Absent
Black,M,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,388569,Absent
Black,F,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,249074,Absent
Nat. Amer.,M,11,2/16/2018,11:53 AM,FALSE,FALSE,TRUE,,FALSE,English,260028,Present
Hispanic,M,8,2/16/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,329982,Tardy
Hispanic,M,10,2/16/2018,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,268641,Tardy
Hispanic,F,11,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,243153,Absent
Hispanic,F,9,2/16/2018,8:24 AM,FALSE,TRUE,FALSE,,FALSE,English,306952,Tardy
Hispanic,M,10,2/16/2018,8:18 AM,FALSE,TRUE,FALSE,,FALSE,English,267810,Tardy
Hispanic,F,8,2/16/2018,8:41 AM,FALSE,TRUE,FALSE,,FALSE,English,297368,Tardy
Hispanic,M,10,2/16/2018,8:01 AM,FALSE,TRUE,FALSE,,FALSE,English,258187,Tardy
Black,M,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,348381,Absent
Black,M,9,2/16/2018,7:27 AM,,,,,,,,Present
White,M,11,2/16/2018,8:24 AM,FALSE,TRUE,FALSE,,FALSE,English,330656,Tardy
White,M,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,307240,Absent
Hispanic,M,8,2/16/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,254348,Tardy
White,M,7,2/16/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,400577,Absent
White,M,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,260437,Absent
Black,F,11,2/16/2018,Null,TRUE,FALSE,FALSE,Other,TRUE,English,299189,Absent
Black,F,11,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,244103,Absent
White,M,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,259170,Absent
Asian,M,12,2/16/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,243312,Tardy
Asian,M,7,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,315175,Absent
White,F,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,371462,Absent
Hispanic,M,11,2/16/2018,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,268834,Tardy
Asian,M,7,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Toishanese,318375,Absent
Asian,M,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Toishanese,306966,Absent
Asian,F,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,297177,Absent
Black,M,12,2/16/2018,7:35 AM,FALSE,TRUE,FALSE,,FALSE,English,236816,Tardy
Black,M,12,2/16/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,348422,Tardy
White,F,12,2/16/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,238505,Tardy
Asian,F,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,332942,Absent
Asian,F,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,306737,Absent
Hispanic,M,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,260668,Absent
Hispanic,M,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,268953,Absent
Asian,F,8,2/16/2018,12:35 PM,FALSE,FALSE,TRUE,,FALSE,Vietnamese,297404,Present
Asian,M,11,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,248992,Absent
Asian,F,9,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,312249,Absent
Asian,M,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,267363,Absent
Asian,F,7,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,315322,Absent
Hispanic,M,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,269019,Absent
Hispanic,F,9,2/16/2018,8:32 AM,FALSE,TRUE,FALSE,,FALSE,English,379454,Tardy
Hispanic,F,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,258176,Absent
Hispanic,M,9,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,237209,Absent
Other,M,9,2/16/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,297938,Tardy
Asian,M,7,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,318918,Absent
Hispanic,F,11,2/16/2018,10:14 AM,FALSE,TRUE,FALSE,,FALSE,English,267836,Tardy
Hispanic,F,11,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,268821,Absent
Hispanic,F,9,2/16/2018,12:49 PM,FALSE,FALSE,TRUE,,FALSE,English,302243,Present
Black,F,9,2/16/2018,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,309749,Tardy
White,F,8,2/16/2018,7:25 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,383799,Tardy
Hispanic,F,7,2/16/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,319690,Tardy
Hispanic,M,7,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,339920,Absent
White,M,8,2/16/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,307339,Absent
Hispanic,F,9,2/16/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,305745,Tardy
White,F,9,2/16/2018,7:35 AM,FALSE,TRUE,FALSE,,FALSE,English,380231,Tardy
Asian,M,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,311437,Absent
Asian,M,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,249569,Absent
Black,F,12,2/16/2018,8:43 AM,FALSE,TRUE,FALSE,,FALSE,English,367427,Tardy
Black,F,10,2/16/2018,8:18 AM,,,,,,,,Present
White,M,11,2/16/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,330263,Tardy
Black,F,10,2/16/2018,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,302542,Tardy
Asian,F,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,306933,Absent
White,F,8,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,316928,Absent
Other,M,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,258249,Absent
Hispanic,F,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,249801,Absent
Black,F,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,364939,Absent
Asian,M,9,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,317661,Absent
Black,F,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,252195,Absent
Hispanic,M,11,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,263755,Absent
Black,F,11,2/16/2018,8:35 AM,FALSE,TRUE,FALSE,,FALSE,English,303567,Tardy
Asian,M,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,262013,Absent
Asian,F,12,2/16/2018,10:12 AM,FALSE,FALSE,TRUE,,FALSE,Mandarin,258193,Present
Asian,M,10,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Toishanese,298401,Absent
Asian,F,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Toishanese,241853,Absent
Asian,M,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,250577,Absent
Asian,M,12,2/16/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,242959,Absent
Hispanic,F,9,2/16/2018,12:10 PM,FALSE,FALSE,TRUE,Other,TRUE,English,309856,Present
Hispanic,F,10,2/15/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,301226,Tardy
Black,F,10,2/15/2018,7:55 AM,FALSE,TRUE,FALSE,,FALSE,English,245448,Tardy
White,F,8,2/15/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,297103,Tardy
White,M,10,2/15/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,299354,Tardy
Black,F,9,2/15/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,Cape Verdean,269543,Tardy
White,F,9,2/15/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,295994,Absent
Black,F,12,2/15/2018,7:32 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,258550,Tardy
Black,F,9,2/15/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,301643,Tardy
Hispanic,M,9,2/15/2018,8:02 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,400663,Tardy
Black,M,11,2/15/2018,8:08 AM,FALSE,TRUE,FALSE,,FALSE,English,357856,Tardy
Hispanic,F,7,2/15/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,325419,Tardy
Black,M,12,2/15/2018,8:25 AM,FALSE,TRUE,FALSE,,FALSE,English,258397,Tardy
Black,F,11,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,258226,Absent
Black,M,12,2/15/2018,10:47 AM,TRUE,TRUE,FALSE,,FALSE,English,348408,Absent
Black,F,11,2/15/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,267731,Tardy
Hispanic,M,11,2/15/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,260332,Tardy
Other,F,10,2/15/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,311143,Tardy
Hispanic,M,10,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,201526,Absent
Black,F,9,2/15/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,307485,Tardy
Hispanic,M,12,2/15/2018,7:33 AM,FALSE,TRUE,FALSE,,FALSE,English,241902,Tardy
Black,F,8,2/15/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,388691,Absent
Hispanic,F,12,2/15/2018,7:52 AM,FALSE,TRUE,FALSE,,FALSE,English,326287,Tardy
White,F,11,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,246805,Absent
White,F,9,2/15/2018,8:07 AM,FALSE,TRUE,FALSE,,FALSE,English,305785,Tardy
Hispanic,M,12,2/15/2018,9:09 AM,FALSE,TRUE,FALSE,,FALSE,English,247647,Tardy
White,M,12,2/15/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,263309,Tardy
Hispanic,F,11,2/15/2018,7:32 AM,FALSE,TRUE,FALSE,,FALSE,English,245845,Tardy
Hispanic,F,11,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,258377,Absent
White,M,7,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,325018,Absent
Black,F,10,2/15/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,209285,Tardy
White,F,12,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,259211,Absent
White,M,11,2/15/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,266371,Tardy
Black,F,12,2/15/2018,10:12 AM,FALSE,TRUE,FALSE,,FALSE,English,348379,Tardy
White,F,12,2/15/2018,8:19 AM,FALSE,TRUE,FALSE,,FALSE,English,257846,Tardy
Hispanic,M,8,2/15/2018,8:02 AM,FALSE,TRUE,FALSE,,FALSE,English,307114,Tardy
Black,M,12,2/15/2018,7:19 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,327768,Tardy
Hispanic,M,8,2/15/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,308095,Tardy
Black,F,8,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,322887,Absent
Black,F,12,2/15/2018,7:43 AM,FALSE,TRUE,FALSE,,FALSE,Haitian,303060,Tardy
Black,M,12,2/15/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,234519,Tardy
Hispanic,F,7,2/15/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,316024,Absent
Hispanic,M,7,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,329741,Absent
Black,F,9,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,311230,Absent
Asian,F,7,2/15/2018,7:52 AM,FALSE,TRUE,FALSE,,FALSE,Toishanese,380071,Tardy
Asian,M,12,2/15/2018,8:55 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,304105,Tardy
Asian,F,7,2/15/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,314567,Tardy
Asian,F,10,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,261721,Absent
Asian,F,12,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,Mandarin,368036,Absent
Other,F,7,2/15/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,325556,Tardy
Black,F,12,2/15/2018,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,247372,Tardy
White,F,11,2/15/2018,8:16 AM,FALSE,TRUE,FALSE,,FALSE,English,357810,Tardy
Hispanic,M,12,2/15/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,248560,Tardy
Hispanic,M,8,2/15/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,309642,Tardy
White,F,10,2/15/2018,10:25 AM,FALSE,TRUE,FALSE,,FALSE,English,297589,Tardy
Black,M,11,2/15/2018,8:11 AM,FALSE,TRUE,FALSE,,FALSE,English,298745,Tardy
Black,F,12,2/15/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,257970,Tardy
White,M,12,2/15/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,236473,Tardy
White,F,7,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,314249,Absent
Black,M,9,2/15/2018,7:46 AM,FALSE,TRUE,FALSE,,FALSE,English,331895,Tardy
Asian,F,10,2/15/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,Mandarin,308838,Tardy
White,M,8,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,Albanian,380186,Absent
Black,M,11,2/15/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,259309,Absent
Other,F,11,2/15/2018,7:56 AM,FALSE,TRUE,FALSE,,FALSE,English,269062,Tardy
Hispanic,F,7,2/15/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,400872,Tardy
Hispanic,F,12,2/15/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,347100,Absent
Black,M,10,2/15/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,258727,Tardy
Hispanic,F,11,2/15/2018,10:21 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,247432,Tardy
White,F,12,2/15/2018,9:09 AM,FALSE,TRUE,FALSE,,FALSE,English,348356,Tardy
Black,M,10,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,259281,Absent
Black,F,8,2/15/2018,7:33 AM,FALSE,TRUE,FALSE,,FALSE,English,314336,Tardy
White,F,12,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,348398,Absent
Black,M,10,2/15/2018,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,245094,Tardy
Black,M,12,2/15/2018,7:40 AM,FALSE,TRUE,FALSE,,FALSE,French,249039,Tardy
Black,F,9,2/15/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,311232,Tardy
White,F,12,2/15/2018,10:31 AM,TRUE,TRUE,FALSE,Illness/Medical,TRUE,English,258869,Absent
Black,M,11,2/15/2018,7:29 AM,FALSE,TRUE,FALSE,,FALSE,Cape Verdean,259455,Tardy
Hispanic,F,10,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,232371,Absent
White,F,11,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,348357,Absent
Asian,M,12,2/15/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,262665,Tardy
Asian,F,9,2/15/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,301888,Tardy
Other,F,11,2/15/2018,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,259325,Tardy
White,M,10,2/15/2018,7:54 AM,FALSE,TRUE,FALSE,,FALSE,English,267450,Tardy
White,F,10,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,367435,Absent
White,M,7,2/15/2018,10:05 AM,FALSE,FALSE,TRUE,,FALSE,English,307858,Present
Hispanic,F,10,2/15/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,207672,Tardy
Black,F,12,2/15/2018,12:35 PM,TRUE,TRUE,FALSE,,FALSE,English,300625,Absent
Hispanic,M,12,2/15/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,236817,Tardy
Black,F,12,2/15/2018,9:29 AM,FALSE,TRUE,FALSE,,FALSE,English,240335,Tardy
Black,F,9,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,317985,Absent
Hispanic,M,9,2/15/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,266435,Absent
Hispanic,M,12,2/15/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,257095,Tardy
Black,F,12,2/15/2018,9:40 AM,FALSE,TRUE,FALSE,,FALSE,English,260974,Tardy
White,M,12,2/15/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,338376,Tardy
White,M,12,2/15/2018,7:39 AM,FALSE,TRUE,FALSE,,FALSE,English,257850,Tardy
White,M,11,2/15/2018,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,356711,Tardy
White,M,12,2/15/2018,7:41 AM,FALSE,TRUE,FALSE,,FALSE,English,257691,Tardy
Black,M,9,2/15/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,267656,Tardy
Hispanic,M,11,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,259606,Absent
Hispanic,M,10,2/15/2018,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,269412,Tardy
Hispanic,F,8,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,296630,Absent
Black,F,12,2/15/2018,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,350100,Tardy
White,F,9,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,296605,Absent
White,F,8,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,307279,Absent
Black,M,9,2/15/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,327882,Tardy
Hispanic,F,11,2/15/2018,8:03 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,314118,Tardy
White,F,7,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,316457,Absent
Black,F,11,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,267116,Absent
White,M,12,2/15/2018,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,349287,Tardy
White,F,10,2/15/2018,12:54 PM,FALSE,FALSE,TRUE,,FALSE,English,337288,Present
Black,F,12,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,349401,Absent
Asian,M,11,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,268836,Absent
Hispanic,F,10,2/15/2018,9:20 AM,FALSE,TRUE,FALSE,,FALSE,English,295681,Tardy
Asian,F,9,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,301983,Absent
Black,M,12,2/15/2018,9:46 AM,FALSE,TRUE,FALSE,,FALSE,English,251040,Tardy
Black,M,12,2/15/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,215113,Tardy
Hispanic,F,9,2/15/2018,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,380196,Tardy
Hispanic,M,11,2/15/2018,7:33 AM,FALSE,TRUE,FALSE,,FALSE,English,214259,Tardy
Asian,M,9,2/15/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,299087,Tardy
Asian,F,11,2/15/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,249727,Tardy
White,F,7,2/15/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,316825,Tardy
Black,F,10,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,250550,Absent
Black,F,10,2/15/2018,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,264644,Tardy
Asian,M,7,2/15/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,Toishanese,324211,Tardy
Hispanic,F,11,2/15/2018,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,260568,Tardy
Black,M,12,2/15/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,242430,Tardy
Nat. Amer.,F,11,2/15/2018,9:00 AM,FALSE,TRUE,FALSE,,FALSE,English,245902,Tardy
Hispanic,F,11,2/15/2018,9:48 AM,FALSE,TRUE,FALSE,,FALSE,English,255179,Tardy
Hispanic,F,7,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,314222,Absent
Black,F,8,2/15/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,320670,Tardy
Black,M,9,2/15/2018,7:37 AM,FALSE,TRUE,FALSE,Other,TRUE,English,252928,Tardy
Black,M,7,2/15/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,329637,Tardy
Black,M,10,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,258095,Absent
Black,F,12,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,261745,Absent
Black,M,11,2/15/2018,8:16 AM,FALSE,TRUE,FALSE,,FALSE,English,248813,Tardy
White,F,10,2/15/2018,1:00 PM,FALSE,FALSE,TRUE,,FALSE,English,261040,Present
White,F,8,2/15/2018,9:02 AM,FALSE,TRUE,FALSE,,FALSE,English,268071,Tardy
White,F,8,2/15/2018,7:51 AM,FALSE,TRUE,FALSE,,FALSE,English,307227,Tardy
White,F,10,2/15/2018,11:03 AM,FALSE,FALSE,TRUE,,FALSE,English,331659,Present
Asian,F,12,2/15/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,258419,Tardy
Asian,M,9,2/15/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,232259,Tardy
Asian,F,12,2/15/2018,8:03 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,258506,Tardy
Asian,F,10,2/15/2018,7:34 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,297068,Tardy
Asian,M,10,2/15/2018,7:33 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,297319,Tardy
Asian,F,12,2/15/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,Mandarin,263719,Tardy
Hispanic,M,11,2/15/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,298684,Tardy
White,M,9,2/15/2018,7:20 AM,FALSE,TRUE,FALSE,,FALSE,English,297476,Tardy
Other,M,12,2/15/2018,7:30 AM,FALSE,TRUE,FALSE,,FALSE,Cape Verdean,241546,Tardy
Black,F,9,2/15/2018,8:18 AM,FALSE,TRUE,FALSE,,FALSE,Haitian,309465,Tardy
Asian,F,12,2/15/2018,8:03 AM,FALSE,TRUE,FALSE,,FALSE,English,257747,Tardy
Asian,M,9,2/15/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,298575,Tardy
White,M,7,2/15/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,316062,Absent
Black,F,8,2/15/2018,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,319598,Tardy
White,F,7,2/15/2018,Null,TRUE,FALSE,FALSE,Other,TRUE,English,315559,Absent
Black,M,10,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,302587,Absent
White,F,10,2/15/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,357866,Absent
White,F,12,2/15/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,312064,Absent
Hispanic,F,7,2/15/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,317013,Tardy
Hispanic,F,10,2/15/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,268519,Tardy
White,F,7,2/15/2018,Null,TRUE,FALSE,FALSE,Other,TRUE,English,324701,Absent
Hispanic,F,12,2/15/2018,8:11 AM,FALSE,TRUE,FALSE,,FALSE,English,258431,Tardy
Black,M,12,2/15/2018,10:48 AM,TRUE,TRUE,FALSE,,FALSE,English,236692,Absent
White,F,11,2/15/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,267231,Tardy
